identifier,name,in_language,url,abstract,word_count,sections_count,citations_count,has_infobox,infobox_fields_count,categories,outgoing_links,referenceneed_flag,citation_density,structural_health,quality_tier
100067,Introduction to Byzantine Empire,en,https://en.wikipedia.org/wiki/Introduction_to_Byzantine_Empire,"An encyclopedic inquiry into continuation of the roman empire in its eastern provinces. Comprehensive survey covering definitions, historical development, and research implications.",1098,5,4,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Artificial Intelligence', 'Mesopotamia', 'Amazon Rainforest', 'Bauhaus Movement']",False,3.64,52.57,C Class
100068,Philosophy of Sahara Desert,en,https://en.wikipedia.org/wiki/Philosophy_of_Sahara_Desert,"An encyclopedic inquiry into largest hot desert in the world covering north africa. Comprehensive survey covering definitions, historical development, and research implications.",537,4,1,False,0,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Behavioral Economics', 'Impressionism', 'Renaissance Art', 'Homeric Epics', 'Constitutional Law']",True,1.86,42.34,Start Class
100069,Principles of Deep Learning,en,https://en.wikipedia.org/wiki/Principles_of_Deep_Learning,"An encyclopedic inquiry into subset of machine learning based on artificial neural networks. Comprehensive survey covering definitions, historical development, and research implications.",251,2,2,False,0,"['Science & Technology', 'Articles on Science']","['James Webb Space Telescope', 'Graphene', 'Behavioral Economics']",True,7.97,40.77,Stub Class
100070,Foundations of Sahara Desert (Vol. 1),en,https://en.wikipedia.org/wiki/Foundations_of_Sahara_Desert_(Vol._1),"An encyclopedic inquiry into largest hot desert in the world covering north africa. Comprehensive survey covering definitions, historical development, and research implications.",1242,6,9,False,0,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Silk Road', 'Lake Baikal', 'Galapagos Islands', 'Great Barrier Reef', 'Amazon Rainforest', 'General Relativity']",False,7.25,61.64,C Class
100071,Global Impact of Classical Music,en,https://en.wikipedia.org/wiki/Global_Impact_of_Classical_Music,"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",841,7,6,True,7,"['Literature & Arts', 'Articles on Literature']","['Universal Declaration of Human Rights', 'Classical Music', 'Sociology of Knowledge']",True,7.13,73.02,C Class
100072,Global Impact of Higgs Boson,en,https://en.wikipedia.org/wiki/Global_Impact_of_Higgs_Boson,"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",1137,7,10,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Great Barrier Reef', 'General Relativity', 'Ring of Fire', 'French Revolution', 'Mesopotamia', 'Meiji Restoration', 'Renaissance Humanism', 'Homeric Epics', 'Photosynthesis']",True,8.8,64.1,C Class
100073,Regional Study on Sociology of Knowledge,en,https://en.wikipedia.org/wiki/Regional_Study_on_Sociology_of_Knowledge,"An encyclopedic inquiry into study of relationship between human thought and social context. Comprehensive survey covering definitions, historical development, and research implications.",3427,18,62,True,25,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['Renaissance Humanism', 'Industrial Revolution', 'Superconductivity']",False,18.09,100.0,Good / Featured Article
100074,Future Trends in Artificial Intelligence,en,https://en.wikipedia.org/wiki/Future_Trends_in_Artificial_Intelligence,"An encyclopedic inquiry into study of intelligent agents and machine cognition. Comprehensive survey covering definitions, historical development, and research implications.",220,1,1,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Mesopotamia', 'James Webb Space Telescope', 'Plate Tectonics', 'Mount Everest', 'Harappan Civilization', 'Baroque Architecture']",True,4.55,35.68,Stub Class
100075,Introduction to Nile River Basin,en,https://en.wikipedia.org/wiki/Introduction_to_Nile_River_Basin,"An encyclopedic inquiry into major north-flowing river drainage system in northeastern africa. Comprehensive survey covering definitions, historical development, and research implications.",2653,7,0,True,10,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Bauhaus Movement', 'Great Barrier Reef', 'Superconductivity', 'Quantum Computing', 'Impressionism', 'Postmodern Literature']",True,0.0,69.35,Start Class
100076,Regional Study on Artificial Intelligence,en,https://en.wikipedia.org/wiki/Regional_Study_on_Artificial_Intelligence,"An encyclopedic inquiry into study of intelligent agents and machine cognition. Comprehensive survey covering definitions, historical development, and research implications.",1310,6,8,True,7,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Existentialism', 'Superconductivity', 'Sahara Desert', 'Surrealism']",True,6.11,78.36,C Class
100077,Critique of Byzantine Empire,en,https://en.wikipedia.org/wiki/Critique_of_Byzantine_Empire,"An encyclopedic inquiry into continuation of the roman empire in its eastern provinces. Comprehensive survey covering definitions, historical development, and research implications.",1224,6,9,True,6,"['History & Civilizations', 'Articles on History']","['Plate Tectonics', 'Postmodern Literature', 'Lake Baikal', 'Game Theory', 'Nanotechnology', 'Thermodynamics']",True,7.35,75.88,C Class
100078,Global Impact of Existentialism,en,https://en.wikipedia.org/wiki/Global_Impact_of_Existentialism,"An encyclopedic inquiry into philosophical inquiry that explores the problem of human existence. Comprehensive survey covering definitions, historical development, and research implications.",1186,6,11,True,9,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['Great Barrier Reef', 'Deep Learning', 'Amazon Rainforest', 'Galapagos Islands', 'Ring of Fire', 'French Revolution', 'Meiji Restoration', 'Nile River Basin']",False,9.27,85.63,C Class
100079,Applications of Space Race,en,https://en.wikipedia.org/wiki/Applications_of_Space_Race,"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",229,1,2,False,0,"['History & Civilizations', 'Articles on History']","['CRISPR Gene Editing', 'Renaissance Humanism', 'Game Theory', 'Ring of Fire', 'Film Noir', 'Space Race']",True,8.73,39.43,Stub Class
100080,Introduction to CRISPR Gene Editing,en,https://en.wikipedia.org/wiki/Introduction_to_CRISPR_Gene_Editing,"An encyclopedic inquiry into biotechnological molecular biology genetic editing tool. Comprehensive survey covering definitions, historical development, and research implications.",1219,4,6,True,6,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Meiji Restoration', 'Photosynthesis', 'Amazon Rainforest', 'Existentialism', 'Mount Everest', 'Sahara Desert', 'Artificial Intelligence']",False,4.92,71.74,C Class
100081,Advanced Bauhaus Movement,en,https://en.wikipedia.org/wiki/Advanced_Bauhaus_Movement,"An encyclopedic inquiry into german art school operational from 1919 to 1933 combining crafts. Comprehensive survey covering definitions, historical development, and research implications.",355,4,2,True,4,"['Literature & Arts', 'Articles on Literature']","['Meiji Restoration', 'Classical Music', 'Galapagos Islands', 'Space Race', 'Renaissance Humanism', 'Impressionism', 'Film Noir', 'Great Barrier Reef', 'Sociology of Knowledge']",True,5.63,58.09,Start Class
100082,Foundations of Microbiome,en,https://en.wikipedia.org/wiki/Foundations_of_Microbiome,"An encyclopedic inquiry into aggregate of all microbiota residing on or within tissues. Comprehensive survey covering definitions, historical development, and research implications.",3508,14,40,True,12,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Universal Declaration of Human Rights', 'Impressionism', 'Film Noir']",False,11.4,100.0,Good / Featured Article
100083,Contemporary CRISPR Gene Editing,en,https://en.wikipedia.org/wiki/Contemporary_CRISPR_Gene_Editing,"An encyclopedic inquiry into biotechnological molecular biology genetic editing tool. Comprehensive survey covering definitions, historical development, and research implications.",609,2,2,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['French Revolution', 'Harappan Civilization', 'Mariana Trench', 'Deep Learning', 'Byzantine Empire']",True,3.28,41.73,Start Class
100084,Advanced Baroque Architecture,en,https://en.wikipedia.org/wiki/Advanced_Baroque_Architecture,"An encyclopedic inquiry into highly decorative and theatrical style of building in europe. Comprehensive survey covering definitions, historical development, and research implications.",450,3,4,True,5,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Great Barrier Reef', 'Renaissance Art', 'Deep Learning', 'Microbiome']",True,8.89,68.01,Start Class
100085,Future Trends in Ancient Alexandria,en,https://en.wikipedia.org/wiki/Future_Trends_in_Ancient_Alexandria,"An encyclopedic inquiry into major hellenistic center of commerce and scholarship in egypt. Comprehensive survey covering definitions, historical development, and research implications.",1234,7,8,True,5,"['History & Civilizations', 'Articles on History']","['Amazon Rainforest', 'French Revolution', 'Renaissance Art']",True,6.48,72.77,C Class
100086,Critique of Public Health,en,https://en.wikipedia.org/wiki/Critique_of_Public_Health,"An encyclopedic inquiry into science and art of preventing disease and promoting health. Comprehensive survey covering definitions, historical development, and research implications.",2449,8,26,True,8,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Antarctic Ice Sheet', 'French Revolution', 'Public Health', 'Ancient Alexandria', 'Bauhaus Movement', 'Constitutional Law']",False,10.62,95.6,Good / Featured Article
100087,Future Trends in Antarctic Ice Sheet,en,https://en.wikipedia.org/wiki/Future_Trends_in_Antarctic_Ice_Sheet,"An encyclopedic inquiry into single largest mass of ice on earth covering antarctica. Comprehensive survey covering definitions, historical development, and research implications.",466,4,2,True,3,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Postmodern Literature', 'Game Theory', 'Great Barrier Reef']",True,4.29,59.59,Start Class
100088,Applications of Impressionism,en,https://en.wikipedia.org/wiki/Applications_of_Impressionism,"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",650,3,1,True,2,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Universal Declaration of Human Rights', 'Kabuki Theatre', 'Epistemology', 'Homeric Epics', 'Classical Music', 'Nanotechnology', 'Impressionism', 'Photosynthesis']",True,1.54,53.37,Start Class
100089,Contemporary Renaissance Art,en,https://en.wikipedia.org/wiki/Contemporary_Renaissance_Art,"An encyclopedic inquiry into painting, sculpture, and decorative arts of european renaissance. Comprehensive survey covering definitions, historical development, and research implications.",422,4,2,True,4,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Ancient Alexandria', 'Renaissance Humanism', 'Game Theory']",True,4.74,60.99,Start Class
100090,Regional Study on Mount Everest,en,https://en.wikipedia.org/wiki/Regional_Study_on_Mount_Everest,"An encyclopedic inquiry into earth's highest mountain above sea level in mahalangur himal. Comprehensive survey covering definitions, historical development, and research implications.",96,2,0,True,3,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Graphene', 'Industrial Revolution', 'Sociology of Knowledge', 'Ring of Fire', 'Ancient Alexandria', 'Game Theory', 'Meiji Restoration', 'Superconductivity', 'Sahara Desert']",True,0.0,39.65,Stub Class
100091,Advanced General Relativity,en,https://en.wikipedia.org/wiki/Advanced_General_Relativity,"An encyclopedic inquiry into geometric theory of gravitation published by albert einstein. Comprehensive survey covering definitions, historical development, and research implications.",3907,15,65,True,13,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Superconductivity', 'Sahara Desert', 'Harappan Civilization', 'Classical Music', 'Game Theory', 'Constitutional Law', 'Industrial Revolution']",False,16.64,100.0,Good / Featured Article
